query_id,query,query_category,retriever,latency,rank,retrieval_score,score_type,filename,page,chunk_id,document_category,chunk_length,chunk_text
Q003,"How should someone schedule and prepare for a Deep Dive session, including what should be done after the session ends?",single_hop,HybridRRFRetriever,0.3409111499786377,1,0.01639344262295082,hybrid_rrf,..\data\corpus\communication\deep-dives.md,,547,communication,231,"---
title: ""Deep Dives""
description: ""The goal of a Deep Dive session is to share knowledge about a particular topic, with the assumption that recipients already have some basic understanding or aptitude for the given subject.""
---"
Q003,"How should someone schedule and prepare for a Deep Dive session, including what should be done after the session ends?",single_hop,HybridRRFRetriever,0.3409111499786377,2,0.016129032258064516,hybrid_rrf,..\data\corpus\communication\deep-dives.md,,548,communication,583,"## Deep Dive Sessions

The goal of a *Deep Dive* session is to share knowledge about a particular topic, with the assumption that recipients already have some basic understanding or aptitude for the given subject.
This aligns with how we work since everything at GitLab is [public by default](/handbook/values/#public-by-default).
This is a particularly useful initiative within Engineering teams to mitigate dependencies between specific engineers and areas of the codebase, while also improving collaboration and product knowledge with the wider group.
An example format guideline:"
Q003,"How should someone schedule and prepare for a Deep Dive session, including what should be done after the session ends?",single_hop,HybridRRFRetriever,0.3409111499786377,3,0.015873015873015872,hybrid_rrf,..\data\corpus\company\culture\inclusion\being-an-ally.md,,2166,inclusion,535,"1. **Session 2:** The importance of being an ally and why you want to be an ally.
1. **Session 3:** Work as a group to discuss a number of scenarios and how to tackle them as an ally.
1. **Session 4:** Together, write a commitment to allyship and the values you will abide by to be an ally.
    1. In the last session you will decide as a group a short commitment statement that should be shared on the Diversity, Inclusion & Belonging Sharing Page. Think about what you have individually and collectively learnt during the experience."
Q003,"How should someone schedule and prepare for a Deep Dive session, including what should be done after the session ends?",single_hop,HybridRRFRetriever,0.3409111499786377,4,0.015625,hybrid_rrf,..\data\corpus\company\culture\all-remote\mental-health.md,,1433,all-remote,401,"## What are the challenges of remote work for mental health?

Remote work is not for everyone. We have done a deep dive on specific [remote-work challenges and solutions](drawbacks/#remote-work-challenges-and-solutions-for-employees), including mental health struggles that could be aggravated by:

- the onboarding process
- loneliness
- communication breakdowns
- work/life balance
- time management"
Q003,"How should someone schedule and prepare for a Deep Dive session, including what should be done after the session ends?",single_hop,HybridRRFRetriever,0.3409111499786377,5,0.015384615384615385,hybrid_rrf,..\data\corpus\company\culture\inclusion\tmrg-tmag\leaders\executive-sponsorship.md,,2408,leaders,566,"## How TMxG leads should work with Executive Sponsors

### 1. Start with an engagement meeting

When a new sponsor is assigned (or annually):

- Schedule a **60‑minute initial engagement session** with DIB facilitation where possible.  
- Cover:
  - TMxG mission, current state, and goals.  
  - Annual and quarterly plans.  
  - How the sponsor prefers to engage (channels, frequency).  
  - Concrete commitments (events, communications, advocacy).

Use the **Executive Sponsor Meeting Agenda template** for this session (see [Templates &amp; Tools](./templates/))."
Q004,"What information should be included when requesting an AMA, and what responsibilities does the EBA team have after receiving the request?",multi_hop,HybridRRFRetriever,0.29378366470336914,1,0.01639344262295082,hybrid_rrf,..\data\corpus\company\amas.md,,586,company,621,"1. To request an AMA be put on the GitLab team meetings calendar, the requestor should find a date and time on the GitLab Team Meetings calendar that works for the AMA host.
1. The requestor will slack [the EBA](/handbook/eba/) for their department in the `#eba-team` Slack Channel and provide the following information:
    - Title of AMA
    - Public or Private Livestream
    - Date & Time (YYYY-MM-DD PST)
    - Host
    - Moderator
    - Agenda Link
    - Attendees (specify if calendar invitations go to specific teams or to gitlab-team-members@gitlab.com)
    - Confirm if this call is ""open to friends and family"""
Q004,"What information should be included when requesting an AMA, and what responsibilities does the EBA team have after receiving the request?",multi_hop,HybridRRFRetriever,0.29378366470336914,2,0.016129032258064516,hybrid_rrf,..\data\corpus\communication\ask-me-anything.md,,448,communication,388,"#### Scheduling a Reverse AMA

AMAs are generally coordinated, scheduled, and planned by the [Executive Business Administrator](/handbook/eba/) team when an E-Group member is the host. Anytime that an AMA is to be hosted by an executive, VP, or Director at GitLab, it should be arranged and scheduled by that functions EBA. AMAs of Board Members are scheduled by the Staff EBA to the CEO."
Q004,"What information should be included when requesting an AMA, and what responsibilities does the EBA team have after receiving the request?",multi_hop,HybridRRFRetriever,0.29378366470336914,3,0.015873015873015872,hybrid_rrf,..\data\corpus\communication\ask-me-anything.md,,445,communication,633,"- A team member of a particular underrepresented group will create an issue (Template link to follow)
- The team member will tag a [DIB Team Member](https://gitlab.slack.com/archives/CLLDY3L8P/p1617863963093900), the [E-Group Members EBA](/handbook/eba/) and Stella Treas (Chief of Staff to the CEO)
- The E-Group member will review the request, the E-Group member can suggest an alternative member including a direct report to host the AMA or may reject the AMA based on the information provided in the issue.
- If accepted the E-Group EBA will work with the E-Group member or direct report to find a time and date that is suitable."
Q004,"What information should be included when requesting an AMA, and what responsibilities does the EBA team have after receiving the request?",multi_hop,HybridRRFRetriever,0.29378366470336914,4,0.015625,hybrid_rrf,..\data\corpus\communication\ask-me-anything.md,,444,communication,489,"- The TMRG Leads will consult with the TMRG membership and accept or reject the request. If accepted the TMRG leads will provide an ideal timeframe for the AMA, ideally within 4 weeks from the date of the request.
- Once accepted the EBA will provide a series of times that are suitable
- The E-Group member or EBA will ensure that there is a Reverse AMA facilitator for the session. (Facilitator Group link to follow)
- The EBA will create a calendar invite and Agenda for the agreed time"
Q004,"What information should be included when requesting an AMA, and what responsibilities does the EBA team have after receiving the request?",multi_hop,HybridRRFRetriever,0.29378366470336914,5,0.015384615384615385,hybrid_rrf,..\data\corpus\company\amas.md,,587,company,648,"- Confirm if this call is ""open to friends and family""
1. The EBA will create the event in the EBA Zoom account and add it to the GitLab team meetings calendar.
    - The EBA will add the AMA document link in the description and invite the specified attendees to the meeting.
    - In order to limit traffic in the document during the call, the link for the AMA document in the meeting invitation should contain ""/preview"" at the end of the address to direct attendees to the preview version, with instructions in the body of the document directing those who have questions to editable version.
    - The EBA will add Alternate Hosts if applicable."
Q005,"Which Slack channels should team members use for payroll questions, IT support, referrals, and company-wide announcements?",single_hop,HybridRRFRetriever,0.4332551956176758,1,0.01639344262295082,hybrid_rrf,..\data\corpus\communication\_index.md,,341,communication,658,"## Slack

Slack is used for:

- Internal-only communication and announcements impacting all team members
  - Linking a GitLab Issue or Merge Request (confidential if necessary) where discussion can take place is encouraged when sharing announcements on Slack
- Company newsletters and team updates
- Asynchronous team standups, questions, and quick collaboration
- Informal communication

Use a [bias for action](/handbook/values/#operate-with-a-bias-for-action) to quickly move conversations that require collaboration and action out of Slack and into an issue.

Only 90 days of Slack activity will be retained, so Slack should specifically NOT be used for:"
Q005,"Which Slack channels should team members use for payroll questions, IT support, referrals, and company-wide announcements?",single_hop,HybridRRFRetriever,0.4332551956176758,2,0.016129032258064516,hybrid_rrf,..\data\corpus\communication\chat.md,,476,communication,346,"### Team Channels

To raise an issue with a specific team, please use below most commonly used channels;

- **`#it_help`**: For IT related queries, Okta, issues with hardware, software, system access requests and user permissions etc
- **`#talent-acquisition`**: For referrals based questions, candidate alignments, general talent acquisition etc"
Q005,"Which Slack channels should team members use for payroll questions, IT support, referrals, and company-wide announcements?",single_hop,HybridRRFRetriever,0.4332551956176758,3,0.015873015873015872,hybrid_rrf,..\data\corpus\people-group\offboarding\_index.md,,8209,offboarding,318,"- Important:
      - Informing the team and answering questions should be the top priority.
      - Departure announcements should not be made in the `#team-member-updates` Slack channel, opt for channels specific to your team or department
      - In most cases, a team call can occur the same day of the offboarding."
Q005,"Which Slack channels should team members use for payroll questions, IT support, referrals, and company-wide announcements?",single_hop,HybridRRFRetriever,0.4332551956176758,4,0.015625,hybrid_rrf,..\data\corpus\communication\_index.md,,216,communication,498,"1. Optional AMA.
   If desired and appropriate, offer a company wide Zoom call to host an AMA (Ask Me Anything). Oftentimes, questions can be managed within the Discussion tab of a GitLab Issue or Merge Request. For broad announcements, such as registration opening for GitLab Contribute, an AMA may be better suited for a large volume of inquiries. To schedule a company wide call, please make a request in the `#people-connect` Slack channel, and include a Google Doc in the invite for questions."
Q005,"Which Slack channels should team members use for payroll questions, IT support, referrals, and company-wide announcements?",single_hop,HybridRRFRetriever,0.4332551956176758,5,0.015384615384615385,hybrid_rrf,..\data\corpus\security\corporate\end-user-services\supported-apps\reclaim-ai\_index.md,,10379,reclaim-ai,632,"## Additional Support

For questions about Reclaim.ai usage, security concerns, or compliance requirements:

- **General IT Support**: [#it_help](https://gitlab.slack.com/channels/it_help) in Slack
- **Security Questions**: [#security-help](https://gitlab.slack.com/channels/security-help) in Slack
- **Access Requests**: Follow the [Access Request process](/handbook/security/corporate/end-user-services/access-requests/access-requests/)
- **Compliance Questions**: Contact your manager or the Compliance team
- **Data Privacy Questions**: Contact the Privacy team via [#privacy](https://gitlab.slack.com/channels/privacy) in Slack"
Q006,What types of information are classified as Internal versus Limited Access at GitLab? Give examples of each.,single_hop,HybridRRFRetriever,0.387362003326416,1,0.01639344262295082,hybrid_rrf,..\data\corpus\communication\confidentiality-levels.md,,519,communication,428,"---
title: Confidentiality levels
description: ""At GitLab, we are public by default, but some information is classified as internal or limited access. This page provides details on confidentiality levels.""
---

## Public by default

At GitLab, we are [public by default](/handbook/values/#public-by-default), but some information is classified as internal or limited access. This page provides details on confidentiality levels."
Q006,What types of information are classified as Internal versus Limited Access at GitLab? Give examples of each.,single_hop,HybridRRFRetriever,0.387362003326416,2,0.016129032258064516,hybrid_rrf,..\data\corpus\communication\_index.md,,136,communication,293,"### Confidentiality levels

At GitLab, we are [public by default](/handbook/values/#public-by-default), but some information is classified as internal or limited access. Please see the [confidentiality levels](/handbook/communication/confidentiality-levels/) handbook page for details on this."
Q006,What types of information are classified as Internal versus Limited Access at GitLab? Give examples of each.,single_hop,HybridRRFRetriever,0.387362003326416,3,0.015873015873015872,hybrid_rrf,..\data\corpus\security\policies_and_standards\data-classification-standard.md,,14209,policies_and_standards,606,"### Data Classification Standards

#### Credentials and access tokens are classified at the same level as the data they protect

Credentials such as passwords, personal access tokens, encryption keys, and session cookies derive their classification from the highest classification of the data they protect.

##### Combinations of data types may result in a higher system classification level

If there is more than one data type residing in a system, the system should be classified at the highest data classification level of the data being stored, transmitted or processed on that system.

##### Labeling"
Q006,What types of information are classified as Internal versus Limited Access at GitLab? Give examples of each.,single_hop,HybridRRFRetriever,0.387362003326416,4,0.015625,hybrid_rrf,..\data\corpus\communication\confidentiality-levels.md,,542,communication,390,"1. Knowledge of the project or initiative is not MNPI but should remain [limited access](/handbook/communication/confidentiality-levels/#limited-access) to avoid prematurely sharing information with  team members, customers or the wider community. Examples include: ""Tiering"" was our project name for End of Availability, and ""Hamster"" was our project name for exploring how to enter China."
Q006,What types of information are classified as Internal versus Limited Access at GitLab? Give examples of each.,single_hop,HybridRRFRetriever,0.387362003326416,5,0.015384615384615385,hybrid_rrf,..\data\corpus\security\corporate\systems\nira\_index.md,,11078,nira,695,"### Google Workspace link types

There are 4 types of links in Google Workspace.
Google Workspace link types

#### External links

- External links will only be displayed if you clicked on an external document link through an open link.
- When you access an externally owned document via an open link, this is called External.

##### Targeted links

- If Target audience is enabled by your administrator, or you have been added as a Target Audience through another domain, you will be able to see items that have these types of links.

##### Unknown links

- Unknown links are rare
- When Google's APIs don't provide enough information about a link type, then it's classified as an Unknown link."
Q007,How do GitLab's values of transparency influence both confidentiality rules and communication practices?,multi_hop,HybridRRFRetriever,0.23480963706970215,1,0.01639344262295082,hybrid_rrf,..\data\corpus\security\security-operations\sirt\sec-incident-response.md,,17567,sirt,441,"### Confidentiality

Security incidents may (and usually do) involve sensitive information related to GitLab, GitLab's customers or employees, or users who (in one way or another) have engaged with GitLab. GitLab, while codifying the [Transparency](/handbook/values/#transparency) value, also strongly believes in and strives to maintain the privacy and confidentiality of the data its employees, customers, and users have entrusted us with."
Q007,How do GitLab's values of transparency influence both confidentiality rules and communication practices?,multi_hop,HybridRRFRetriever,0.23480963706970215,2,0.016129032258064516,hybrid_rrf,..\data\corpus\company\culture\all-remote\onboarding.md,,1558,all-remote,695,"## Remote onboarding best practices

- **Outline work logistics and expectations.**
At GitLab, we believe the best way to operate is by [documenting](/handbook/company/culture/all-remote/) processes, guides, solutions, how-tos, and policies. Be sure to empower remote workers to  adopt [remote-first communication and workflow practices](/handbook/company/culture/all-remote/).

- **Identify employee concerns and answer questions.**
GitLab is committed to [transparency](/handbook/values/#transparency). This value gives team members access to a great deal of visibility to what is going on throughout the organization. However, it does not negate the need to invite employees to ask questions."
Q007,How do GitLab's values of transparency influence both confidentiality rules and communication practices?,multi_hop,HybridRRFRetriever,0.23480963706970215,3,0.015873015873015872,hybrid_rrf,..\data\corpus\company\culture\inclusion\dib-working-groups\inclusive-practices.md,,2235,dib-working-groups,508,"### Goals

This is a non-comprehensive list of topics to be discussed.

- What is the primary goal of Inclusive Practices in Meetings
- What is the metric for success both long and short term
- Establish the most important needs for Inclusive Meetings
  - How to develop guidance on name pronunciation
  - Guidance on do's and don't with for inclusive meetings
  - Not an exhaustive list
- Develop Resources to be used as best practices
  - Add to Handbook as a resource
- Communication plan of the resources"
Q007,How do GitLab's values of transparency influence both confidentiality rules and communication practices?,multi_hop,HybridRRFRetriever,0.23480963706970215,4,0.015625,hybrid_rrf,..\data\corpus\people-group\offboarding\_index.md,,8255,offboarding,551,"### Involuntary Terminations

Transparency is one of our values. In the case of offboarding, we opt to share the departure only with peers and direct reports as needed.  
If someone is let go involuntarily, this generally cannot be shared since it affects the individual's privacy and job performance is intentionally kept [between an individual and their manager](/handbook/communication/confidentiality-levels/#not-public).

Please discuss any concerns you have about another employee's offboarding with your manager or your People Business Partner."
Q007,How do GitLab's values of transparency influence both confidentiality rules and communication practices?,multi_hop,HybridRRFRetriever,0.23480963706970215,5,0.015384615384615385,hybrid_rrf,..\data\corpus\company\working-groups\incident-response-lifecycle.md,,4320,working-groups,676,"1. Increase [efficiency](/handbook/values/#efficiency) through common incident response, analysis, documentation, ongoing management and reporting methods.
1. Increase [transparency](/handbook/values/#transparency) through improving visibility and communication of incidents to business and e-group
1. Support [results](/handbook/values/#results) by building our clients' confidence in GitLab's ability to quickly resolve and communicate incidents when they occur
1. Align Incident Management activities and priorities with those of the business
1. Prepare materials for the creation of training modules for the Engineer Department on the Incident Management Process at GitLab"
Q008,"What activities occur on a quarterly cadence at GitLab, and how are they related to GitLab Assembly, board meetings, and earnings activities?",multi_hop,HybridRRFRetriever,0.5722432136535645,1,0.01639344262295082,hybrid_rrf,..\data\corpus\company\culture\all-remote\guide\design.md,,1062,guide,411,"1. **Collaboration Cadence:** In an office environment, design teams organically build and fall into a cadence of meetings, collaboration, and other team-based activities. When these in-person exchanges are not available, it's important design teams establish [asynchronous workflows](../asynchronous/) and learn how to [collaborate through text](../collaboration-and-whiteboarding/#collaborating-through-text)."
Q008,"What activities occur on a quarterly cadence at GitLab, and how are they related to GitLab Assembly, board meetings, and earnings activities?",multi_hop,HybridRRFRetriever,0.5722432136535645,2,0.016129032258064516,hybrid_rrf,..\data\corpus\company\culture\inclusion\tmrg-tmag\leaders\_index.md,,2369,leaders,647,"## What TMxG leadership means

TMxG leaders are **volunteer team members** who coordinate programming and community‑building for their group. You are not expected to do this alone: you have DIB support, Executive Sponsorship, and fellow leaders.

At a high level you will:

- Plan and deliver activities across the three pillars.  
- Manage and forecast your **quarterly TMxG budget** (with DIB guidance).  
- Track activities and participation in the shared **TMxG activity tracker**.  
- Partner with your **Executive Sponsor** for visibility, advocacy, and barrier‑removal.  
- Maintain a sustainable cadence that fits alongside your core role."
Q008,"What activities occur on a quarterly cadence at GitLab, and how are they related to GitLab Assembly, board meetings, and earnings activities?",multi_hop,HybridRRFRetriever,0.5722432136535645,3,0.015873015873015872,hybrid_rrf,..\data\corpus\company\cadence.md,,630,company,616,"## Quarter

1. [Board meeting](/handbook/board-meetings/#board-meeting-process)
1. Sales targets (in [Clari](/handbook/business-technology/tech-stack/#clari))
1. [E-group offsite](/handbook/company/offsite/)
1. [GitLab Assembly](/handbook/company/gitlab-all-company-meetings/)
1. [Earnings activities](/handbook/finance/investor-relations/)

## Month

1. [Release](https://about.gitlab.com/releases/)
1. [Retrospective](/handbook/communication/#kickoffs)
1. [Most KPIs](/handbook/company/kpis/)

## Week

1. [1-1 cadence with reports](/handbook/leadership/1-1/)
1. [E-Group Weekly](/handbook/company/e-group-weekly/)"
Q008,"What activities occur on a quarterly cadence at GitLab, and how are they related to GitLab Assembly, board meetings, and earnings activities?",multi_hop,HybridRRFRetriever,0.5722432136535645,4,0.015625,hybrid_rrf,..\data\corpus\security\security-shadow.md,,17804,security,341,"During the shadow period, the participant will:

- Work directly with a dedicated mentor from their chosen department
- Participate in hands-on activities
- Learn about different security domains and how they interconnect
- Build relationships with security team members across the division
- Attend function-specific meetings and activities"
Q008,"What activities occur on a quarterly cadence at GitLab, and how are they related to GitLab Assembly, board meetings, and earnings activities?",multi_hop,HybridRRFRetriever,0.5722432136535645,5,0.015384615384615385,hybrid_rrf,..\data\corpus\company\working-groups\_index.md,,3587,working-groups,330,"### Working Group meetings

The DRI should stand up meetings at the cadence appropriate for the Working Group, depending on the urgency/importance and timelines associated. The cadence of meetings should map to how quickly you are moving and the amount of synchronously touch points needed for alignment and decision making input."
Q009,"How did GitLab become an all-remote company, and why does the company discourage hybrid work?",single_hop,HybridRRFRetriever,0.2434079647064209,1,0.01639344262295082,hybrid_rrf,..\data\corpus\company\history.md,,2877,company,326,"## How did GitLab become an all-remote company?

{{< youtube ""jdN5mj5ieLk?start=14"" >}}

As part of a Harvard Business School case study [interview](https://youtu.be/jdN5mj5ieLk), GitLab co-founder Sid Sijbrandij spoke with Professor Prithwiraj Choudhury regarding the company's early days and how he thought about all-remote."
Q009,"How did GitLab become an all-remote company, and why does the company discourage hybrid work?",single_hop,HybridRRFRetriever,0.2434079647064209,2,0.016129032258064516,hybrid_rrf,..\data\corpus\company\culture\all-remote\guide\_index.md,,1053,guide,520,"## History

Learn about [historical milestones, inflection points, and prescient interviews](/handbook/company/culture/all-remote/) in the evolution and expansion of remote work.

## Hybrid-remote

Hybrid-remote companies have one or more offices where a subset of the company commutes to each day, paired with a subset of the company that works remotely.

Learn more about [advantages, challenges, and the primary differences between all-remote and other forms of remote working](/handbook/company/culture/all-remote/)."
Q009,"How did GitLab become an all-remote company, and why does the company discourage hybrid work?",single_hop,HybridRRFRetriever,0.2434079647064209,3,0.015873015873015872,hybrid_rrf,..\data\corpus\company\culture\all-remote\stages.md,,1817,all-remote,388,"## 5. Hybrid-remote

There are many flavors of [hybrid-remote](/handbook/company/culture/all-remote/). The key attribute of a hybrid-remote arrangement is that *some* employees — but not all — are allowed to work remotely 100% of the time. These organizations have at least one physical office, and on any given day, a significant portion of the team physically commutes to that location."
Q009,"How did GitLab become an all-remote company, and why does the company discourage hybrid work?",single_hop,HybridRRFRetriever,0.2434079647064209,4,0.015625,hybrid_rrf,..\data\corpus\company\culture\all-remote\guide\_index.md,,1054,guide,486,"## Comparing All-Remote Benefits vs. Hybrid-Remote Benefits

Learn more about the [differences in workplace experience](/handbook/company/culture/all-remote/) by individuals who are *remote by default* in an all-remote setting vs. a hybrid-remote setting, working with colleagues who are onsite by default.

## Transitioning or adding remote

Learn more about [considerations for transitioning a colocated or hybrid-remote company to 100% remote](/handbook/company/culture/all-remote/)."
Q009,"How did GitLab become an all-remote company, and why does the company discourage hybrid work?",single_hop,HybridRRFRetriever,0.2434079647064209,5,0.015384615384615385,hybrid_rrf,..\data\corpus\people-group\learning-and-development\manager-development\_index.md,,8122,manager-development,579,"### Coaching remote work practices

Do not assume that team members understand good remote work practices. GitLab managers are [expected](/handbook/company/structure/#management-group) to [coach](/handbook/leadership/coaching/) their reports to utilize [asyncronous communication](/handbook/company/culture/all-remote/), be [handbook-first](/handbook/about/handbook-usage/#why-handbook-first), design an [optimal workspace](/handbook/company/culture/all-remote/workspace/), and understand the importance of [self-learning and self-service](/handbook/company/culture/all-remote/)."
Q010,"What is GitLab's current mission, and how does it differ from its previous mission of ""everyone can contribute""?",multi_hop,HybridRRFRetriever,0.258880615234375,1,0.01639344262295082,hybrid_rrf,..\data\corpus\hiring\_index.md,,6476,hiring,506,"---
title: ""Hiring & Talent Acquisition Handbook""
description: ""Landing page for many of the handbook pages the talent acquisition team at GitLab uses.""
---

At the core of our team's vision, mission, and strategy is our ability to impact GitLab's overarching [mission](/handbook/company/mission/): to make it so that **everyone can contribute to and co-create the software that powers our world**. When **everyone can contribute**, users become contributors and we greatly increase the rate of innovation."
Q010,"What is GitLab's current mission, and how does it differ from its previous mission of ""everyone can contribute""?",multi_hop,HybridRRFRetriever,0.258880615234375,2,0.016129032258064516,hybrid_rrf,..\data\corpus\company\mission.md,,3204,company,547,"### From Act 1 to Act 2

Our original mission was “everyone can contribute.” It was a claim about access — the people closest to the work should be able to shape the software they depend on.

Act 2 carries that DNA forward. “Everyone” is still at the heart of what we do. What changes is the scope: from contributing code to shipping entire systems, autonomously, securely, at the speed of imagination.

Everyone could contribute. Now everyone can ship.

**GitLab’s mission** Unlock every team to ship trusted software at the speed of imagination."
Q010,"What is GitLab's current mission, and how does it differ from its previous mission of ""everyone can contribute""?",multi_hop,HybridRRFRetriever,0.258880615234375,3,0.015873015873015872,hybrid_rrf,..\data\corpus\company\purpose.md,,3302,company,269,"### Mission

Our purpose informs [our mission](/handbook/company/mission), and our mission is the way we realize our purpose. [Our mission](/handbook/company/mission) is to make it so **everyone can contribute** by using our product, to our product, and to our company."
Q010,"What is GitLab's current mission, and how does it differ from its previous mission of ""everyone can contribute""?",multi_hop,HybridRRFRetriever,0.258880615234375,4,0.015625,hybrid_rrf,..\data\corpus\company\culture\inclusion\_index.md,,2077,inclusion,384,"## GitLab's Diversity Inclusion and Belonging Mission

**Mission**:We create spaces where everyone belongs and deliver programs so that everyone can contribute.

At GitLab, Diversity, Inclusion & Belonging (DIB) is fundamental to our success. We are building an environment where everyone can thrive and contribute through three strategic pillars:

**Pillar 1: Empowering our people**"
